Case ID,Task ID,Condition,Timestamp,Activity,Event Type,Sensor,Message,Source File,Source Data Type
normal_p06_t1,t1,normal,2008-03-04T14:13:39.000000,End phone use,activity,asterisk,END,adl_noerror/p06.t1.csv,normal
normal_p06_t1,t1,normal,2008-03-04T14:13:43.615198,Move within dining room,activity,M13,ON,adl_noerror/p06.t1.csv,normal
normal_p06_t1,t1,normal,2008-03-04T14:13:52.000000,Start phone use,activity,asterisk,START,adl_noerror/p06.t1.csv,normal
normal_p06_t1,t1,normal,2008-03-04T14:14:18.000000,End phone use,activity,asterisk,END,adl_noerror/p06.t1.csv,normal
normal_p06_t1,t1,normal,2008-03-04T14:14:19.507480,Move within dining room,activity,M13,ON,adl_noerror/p06.t1.csv,normal
normal_p06_t2,t2,normal,2008-03-04T14:14:38.881230,Enter dining room,activity,M14,ON,adl_noerror/p06.t2.csv,normal
normal_p06_t2,t2,normal,2008-03-04T14:14:39.162219,Move within dining room,activity,M13,ON,adl_noerror/p06.t2.csv,normal
normal_p06_t2,t2,normal,2008-03-04T14:14:41.529547,Move from dining room to kitchen,activity,M16,ON,adl_noerror/p06.t2.csv,normal
normal_p06_t2,t2,normal,2008-03-04T14:14:43.580990,Move within kitchen,activity,M17,ON,adl_noerror/p06.t2.csv,normal
normal_p06_t2,t2,normal,2008-03-04T14:14:47.498600,Use kitchen sink water,activity,AD1-B,0.038985,adl_noerror/p06.t2.csv,normal
normal_p06_t2,t2,normal,2008-03-04T14:15:12.741930,Move within kitchen,activity,M17,ON,adl_noerror/p06.t2.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:15:55.891490,Open kitchen cabinet,activity,D01,OPEN,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:15:59.832341,Take raisins,activity,I02,ABSENT,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:15:59.832341,Take oatmeal,activity,I01,ABSENT,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:05.920753,Take brown sugar,activity,I03,ABSENT,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:14.446011,Take measuring spoon,activity,I05,ABSENT,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:14.697994,Take bowl,activity,I04,ABSENT,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:16.599070,Move within kitchen,activity,M17,ON,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:26.442345,Close kitchen cabinet,activity,D01,CLOSE,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:50.866493,Take pot,activity,I07,ABSENT,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:54.516120,Move within kitchen,activity,M17,ON,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:08.222990,Use kitchen sink water,activity,AD1-B,0.0382818,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:09.364000,Move within kitchen,activity,M17,ON,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:41.245580,Use burner,activity,AD1-A,2.83692,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:21:01.393087,Move within kitchen,activity,M17,ON,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:21:20.248540,Use burner,activity,AD1-A,3.00184,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:24:49.298565,Move within kitchen,activity,M17,ON,adl_noerror/p06.t3.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:27:40.732058,Enter kitchen,activity,M17,ON,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:27:49.546115,Move within kitchen,activity,M17,ON,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:27:53.140670,Use kitchen sink water,activity,AD1-B,0.03836,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:07.330003,Move within kitchen,activity,M17,ON,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:24.197000,Open kitchen cabinet,activity,D01,OPEN,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:25.429900,Move within kitchen,activity,M17,ON,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:26.533930,Take medicine container,activity,I06,ABSENT,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:28.949420,Close kitchen cabinet,activity,D01,CLOSE,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:32.772310,Move within kitchen,activity,M17,ON,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:29:02.658249,Move from kitchen to dining room,activity,M15,ON,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:29:03.609959,Move within dining room,activity,M14,ON,adl_noerror/p06.t4.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:40:49.814550,Enter dining room,activity,M14,ON,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:40:52.689796,Move within dining room,activity,M13,ON,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:04.123099,Move from dining room to kitchen,activity,M16,ON,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:05.780753,Move within kitchen,activity,M17,ON,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:56.203410,Use kitchen sink water,activity,AD1-B,0.0532039,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:44:21.980850,Move within kitchen,activity,M17,ON,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:44:35.120260,Use kitchen sink water,activity,AD1-B,0.494773,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:10.829827,Move within kitchen,activity,M18,ON,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:23.538200,Use kitchen sink water,activity,AD1-B,0.463015,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:43.990724,Move within kitchen,activity,M17,ON,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:28.243345,Open kitchen cabinet,activity,D01,OPEN,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:43.152877,Take medicine container,activity,I06,ABSENT,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:47.618722,Return oatmeal,activity,I01,PRESENT,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:52.462058,Return measuring spoon,activity,I05,PRESENT,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:52.713091,Take measuring spoon,activity,I05,ABSENT,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:53.432902,Return measuring spoon,activity,I05,PRESENT,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:55.368384,Move within kitchen,activity,M17,ON,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:58.665519,Close kitchen cabinet,activity,D01,CLOSE,adl_noerror/p06.t5.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:07:22.429687,Enter dining room,activity,M01,ON,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:07:23.682361,Move within dining room,activity,M07,ON,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:07:29.692801,Take phone book,activity,I08,ABSENT,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:07:32.644013,Move within dining room,activity,M14,ON,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:08:12.000000,Start phone use,activity,asterisk,START,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:08:20.575554,Move within dining room,activity,M14,ON,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:09:22.000000,End phone use,activity,asterisk,END,adl_noerror/p07.t1.csv,normal
normal_p07_t2,t2,normal,2008-03-04T15:09:41.961614,Enter dining room,activity,M13,ON,adl_noerror/p07.t2.csv,normal
normal_p07_t2,t2,normal,2008-03-04T15:09:42.589478,Move within dining room,activity,M14,ON,adl_noerror/p07.t2.csv,normal
normal_p07_t2,t2,normal,2008-03-04T15:09:47.907999,Move from dining room to kitchen,activity,M16,ON,adl_noerror/p07.t2.csv,normal
normal_p07_t2,t2,normal,2008-03-04T15:09:49.243671,Move within kitchen,activity,M17,ON,adl_noerror/p07.t2.csv,normal
normal_p07_t2,t2,normal,2008-03-04T15:09:53.156420,Use kitchen sink water,activity,AD1-C,0.0429303,adl_noerror/p07.t2.csv,normal
normal_p07_t2,t2,normal,2008-03-04T15:10:06.890964,Move within kitchen,activity,M17,ON,adl_noerror/p07.t2.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:10:38.468907,Enter kitchen,activity,M17,ON,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:10:39.640940,Open kitchen cabinet,activity,D01,OPEN,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:10:41.865144,Take raisins,activity,I02,ABSENT,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:10:44.561409,Take oatmeal,activity,I01,ABSENT,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:10:46.497272,Take brown sugar,activity,I03,ABSENT,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:10:50.514236,Take measuring spoon,activity,I05,ABSENT,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:10:51.779887,Move within kitchen,activity,M17,ON,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:10:55.618862,Take bowl,activity,I04,ABSENT,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:10:56.552625,Move within kitchen,activity,M17,ON,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:10:59.527833,Close kitchen cabinet,activity,D01,CLOSE,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:11:02.483053,Move within kitchen,activity,M17,ON,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:11:05.524324,Use kitchen sink water,activity,AD1-B,0.0376178,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:11:15.102732,Move within kitchen,activity,M17,ON,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:11:16.477361,Take pot,activity,I07,ABSENT,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:11:29.900600,Use burner,activity,AD1-A,2.84293,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:11:38.599432,Move within kitchen,activity,M17,ON,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:14:23.117210,Use burner,activity,AD1-A,3.29536,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:14:26.909743,Move within kitchen,activity,M17,ON,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:15:32.193620,Use burner,activity,AD1-A,3.01262,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:15:38.819549,Move within kitchen,activity,M17,ON,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:16:05.613100,Use burner,activity,AD1-A,2.87043,adl_noerror/p07.t3.csv,normal
normal_p07_t3,t3,normal,2008-03-04T15:16:24.227980,Move within kitchen,activity,M17,ON,adl_noerror/p07.t3.csv,normal
normal_p07_t4,t4,normal,2008-03-04T15:17:10.303694,Enter kitchen,activity,M17,ON,adl_noerror/p07.t4.csv,normal
normal_p07_t4,t4,normal,2008-03-04T15:17:14.267580,Use kitchen sink water,activity,AD1-C,0.0360943,adl_noerror/p07.t4.csv,normal
normal_p07_t4,t4,normal,2008-03-04T15:17:21.879478,Move within kitchen,activity,M17,ON,adl_noerror/p07.t4.csv,normal
normal_p07_t4,t4,normal,2008-03-04T15:17:23.818994,Open kitchen cabinet,activity,D01,OPEN,adl_noerror/p07.t4.csv,normal
normal_p07_t4,t4,normal,2008-03-04T15:17:27.146331,Close kitchen cabinet,activity,D01,CLOSE,adl_noerror/p07.t4.csv,normal
normal_p07_t4,t4,normal,2008-03-04T15:17:29.462574,Move within kitchen,activity,M17,ON,adl_noerror/p07.t4.csv,normal
normal_p07_t4,t4,normal,2008-03-04T15:17:35.430496,Move from kitchen to dining room,activity,M15,ON,adl_noerror/p07.t4.csv,normal
normal_p07_t4,t4,normal,2008-03-04T15:17:35.954360,Move within dining room,activity,M14,ON,adl_noerror/p07.t4.csv,normal
normal_p07_t4,t4,normal,2008-03-04T15:17:39.537390,Move from dining room to kitchen,activity,M16,ON,adl_noerror/p07.t4.csv,normal
normal_p07_t4,t4,normal,2008-03-04T15:17:48.343047,Move from kitchen to dining room,activity,M13,ON,adl_noerror/p07.t4.csv,normal
normal_p07_t4,t4,normal,2008-03-04T15:18:13.773053,Move within dining room,activity,M14,ON,adl_noerror/p07.t4.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:18:52.283021,Enter dining room,activity,M14,ON,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:19:04.785643,Move within dining room,activity,M15,ON,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:19:05.516468,Move from dining room to kitchen,activity,M16,ON,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:19:06.260245,Move within kitchen,activity,M17,ON,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:19:38.170870,Use kitchen sink water,activity,AD1-C,0.060665,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:20:23.577601,Move within kitchen,activity,M17,ON,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:20:47.126740,Use kitchen sink water,activity,AD1-C,0.0447663,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:25:28.558820,Move within kitchen,activity,M17,ON,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:25:29.217420,Use kitchen sink water,activity,AD1-B,0.202698,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:25:33.529929,Move within kitchen,activity,M17,ON,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:25:38.669539,Open kitchen cabinet,activity,D01,OPEN,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:25:43.739231,Return medicine container,activity,I06,PRESENT,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:25:45.782655,Return bowl,activity,I04,PRESENT,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:25:47.673139,Return measuring spoon,activity,I05,PRESENT,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:25:47.948128,Take measuring spoon,activity,I05,ABSENT,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:25:49.717598,Move within kitchen,activity,M17,ON,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:25:54.344339,Close kitchen cabinet,activity,D01,CLOSE,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:25:54.664248,Move within kitchen,activity,M18,ON,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:25:59.403700,Use kitchen sink water,activity,AD1-B,0.0592978,adl_noerror/p07.t5.csv,normal
normal_p07_t5,t5,normal,2008-03-04T15:26:07.150110,Move within kitchen,activity,M17,ON,adl_noerror/p07.t5.csv,normal
normal_p08_t1,t1,normal,2008-03-04T16:12:51.650273,Enter corridor,activity,M23,ON,adl_noerror/p08.t1.csv,normal
normal_p08_t1,t1,normal,2008-03-04T16:12:51.975182,Move from corridor to dining room,activity,M01,ON,adl_noerror/p08.t1.csv,normal
normal_p08_t1,t1,normal,2008-03-04T16:12:53.897744,Move within dining room,activity,M07,ON,adl_noerror/p08.t1.csv,normal
normal_p08_t1,t1,normal,2008-03-04T16:12:59.448835,Take phone book,activity,I08,ABSENT,adl_noerror/p08.t1.csv,normal
normal_p08_t1,t1,normal,2008-03-04T16:13:00.404886,Move within dining room,activity,M14,ON,adl_noerror/p08.t1.csv,normal
normal_p08_t1,t1,normal,2008-03-04T16:14:10.000000,Start phone use,activity,asterisk,START,adl_noerror/p08.t1.csv,normal
normal_p08_t1,t1,normal,2008-03-04T16:14:12.431813,Move within dining room,activity,M14,ON,adl_noerror/p08.t1.csv,normal
normal_p08_t1,t1,normal,2008-03-04T16:14:59.000000,End phone use,activity,asterisk,END,adl_noerror/p08.t1.csv,normal
normal_p08_t1,t1,normal,2008-03-04T16:15:03.999130,Move within dining room,activity,M13,ON,adl_noerror/p08.t1.csv,normal
normal_p08_t2,t2,normal,2008-03-04T16:15:20.690417,Enter dining room,activity,M13,ON,adl_noerror/p08.t2.csv,normal
normal_p08_t2,t2,normal,2008-03-04T16:15:24.701643,Move within dining room,activity,M15,ON,adl_noerror/p08.t2.csv,normal
normal_p08_t2,t2,normal,2008-03-04T16:15:25.329405,Move from dining room to kitchen,activity,M16,ON,adl_noerror/p08.t2.csv,normal
normal_p08_t2,t2,normal,2008-03-04T16:15:26.479134,Move within kitchen,activity,M17,ON,adl_noerror/p08.t2.csv,normal
normal_p08_t2,t2,normal,2008-03-04T16:15:29.254350,Use kitchen sink water,activity,AD1-B,0.0798059,adl_noerror/p08.t2.csv,normal
normal_p08_t2,t2,normal,2008-03-04T16:15:29.753261,Move within kitchen,activity,M17,ON,adl_noerror/p08.t2.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:15.995909,Enter kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:28.814996,Move within kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:29.437032,Open kitchen cabinet,activity,D01,OPEN,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:31.418591,Take pot,activity,I07,ABSENT,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:33.592032,Move within kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:33.717051,Take oatmeal,activity,I01,ABSENT,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:36.723163,Move within kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:38.662638,Take raisins,activity,I02,ABSENT,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:40.122240,Take bowl,activity,I04,ABSENT,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:41.481894,Take measuring spoon,activity,I05,ABSENT,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:41.774786,Move within kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:43.600326,Close kitchen cabinet,activity,D01,CLOSE,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:46.224619,Move within kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:47.333900,Use burner,activity,AD1-A,2.81989,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:50.145020,Use kitchen sink water,activity,AD1-B,0.0455866,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:16:56.515843,Move within kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:17:06.805125,Open kitchen cabinet,activity,D01,OPEN,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:17:08.850249,Close kitchen cabinet,activity,D01,CLOSE,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:17:14.572564,Open kitchen cabinet,activity,D01,OPEN,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:17:14.706580,Move within kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:17:16.911914,Take brown sugar,activity,I03,ABSENT,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:17:19.395246,Return brown sugar,activity,I03,PRESENT,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:17:20.250560,Use burner,activity,AD1-A,3.25646,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:17:20.579094,Move within kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:17:21.251004,Close kitchen cabinet,activity,D01,CLOSE,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:17:34.529613,Move within kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:18:41.670076,Open kitchen cabinet,activity,D01,OPEN,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:18:42.630176,Move within kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:18:44.796259,Close kitchen cabinet,activity,D01,CLOSE,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:18:46.348069,Move within kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:19:02.479900,Use burner,activity,AD1-A,3.32669,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:19:14.686410,Move within kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:19:47.154370,Use burner,activity,AD1-A,3.02325,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:20:05.683637,Move within kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:20:17.948300,Use burner,activity,AD1-A,3.09075,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:20:47.437628,Move within kitchen,activity,M17,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:21:59.213270,Use kitchen sink water,activity,AD1-B,0.039024,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:22:04.401878,Move within kitchen,activity,M18,ON,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:22:07.782204,Open kitchen cabinet,activity,D01,OPEN,adl_noerror/p08.t3.csv,normal
normal_p08_t3,t3,normal,2008-03-04T16:22:11.995565,Return bowl,activity,I04,PRESENT,adl_noerror/p08.t3.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:22:29.482851,Enter kitchen,activity,M17,ON,adl_noerror/p08.t4.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:22:29.772749,Return measuring spoon,activity,I05,PRESENT,adl_noerror/p08.t4.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:22:31.188388,Close kitchen cabinet,activity,D01,CLOSE,adl_noerror/p08.t4.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:22:58.470589,Move within kitchen,activity,M17,ON,adl_noerror/p08.t4.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:23:01.500000,Use kitchen sink water,activity,AD1-B,0.0686729,adl_noerror/p08.t4.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:23:03.476910,Open kitchen cabinet,activity,D01,OPEN,adl_noerror/p08.t4.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:23:04.735618,Take medicine container,activity,I06,ABSENT,adl_noerror/p08.t4.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:23:06.475243,Take brown sugar,activity,I03,ABSENT,adl_noerror/p08.t4.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:23:07.330939,Close kitchen cabinet,activity,D01,CLOSE,adl_noerror/p08.t4.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:23:15.636882,Move within kitchen,activity,M17,ON,adl_noerror/p08.t4.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:23:19.466379,Move from kitchen to dining room,activity,M15,ON,adl_noerror/p08.t4.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:23:20.464128,Move within dining room,activity,M14,ON,adl_noerror/p08.t4.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:23:38.224590,Use kitchen sink water,activity,AD1-C,0.0830872,adl_noerror/p08.t4.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:23:38.777313,Move from kitchen to dining room,activity,M14,ON,adl_noerror/p08.t4.csv,normal
normal_p08_t4,t4,normal,2008-03-04T16:23:40.250905,Move within dining room,activity,M14,ON,adl_noerror/p08.t4.csv,normal
normal_p08_t5,t5,normal,2008-03-04T16:24:15.759740,Enter dining room,activity,M14,ON,adl_noerror/p08.t5.csv,normal
normal_p08_t5,t5,normal,2008-03-04T16:24:15.883762,Move within dining room,activity,M13,ON,adl_noerror/p08.t5.csv,normal
normal_p08_t5,t5,normal,2008-03-04T16:24:29.876800,Use burner,activity,AD1-A,2.84989,adl_noerror/p08.t5.csv,normal
normal_p08_t5,t5,normal,2008-03-04T16:24:31.155302,Move from kitchen to dining room,activity,M14,ON,adl_noerror/p08.t5.csv,normal
normal_p08_t5,t5,normal,2008-03-04T16:24:32.483894,Move within dining room,activity,M13,ON,adl_noerror/p08.t5.csv,normal
normal_p08_t5,t5,normal,2008-03-04T16:24:33.757300,Move from dining room to kitchen,activity,M16,ON,adl_noerror/p08.t5.csv,normal
normal_p08_t5,t5,normal,2008-03-04T16:24:34.361391,Move within kitchen,activity,M17,ON,adl_noerror/p08.t5.csv,normal
normal_p08_t5,t5,normal,2008-03-04T16:24:43.958815,Open kitchen cabinet,activity,D01,OPEN,adl_noerror/p08.t5.csv,normal
normal_p08_t5,t5,normal,2008-03-04T16:24:45.374427,Move within kitchen,activity,M17,ON,adl_noerror/p08.t5.csv,normal
normal_p08_t5,t5,normal,2008-03-04T16:24:46.412148,Return medicine container,activity,I06,PRESENT,adl_noerror/p08.t5.csv,normal
