Case ID,Task ID,Condition,Timestamp,Activity,Event Type,Sensor,Message,Raw Activity,Mapped Activity,Source File,Source Data Type
normal_p06_t2,t2,normal,2008-03-04T14:15:33.655082,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t2.csv,normal
normal_p06_t2,t2,normal,2008-03-04T14:15:34.730370,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t2.csv,normal
normal_p06_t2,t2,normal,2008-03-04T14:15:36.123434,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t2.csv,normal
normal_p06_t2,t2,normal,2008-03-04T14:15:39.827363,Motion stopped at M18,activity,M18,OFF,M18 OFF,Motion stopped at M18,adl_noerror/p06.t2.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:15:55.891490,Open kitchen cabinet,activity,D01,OPEN,D01 OPEN,Open kitchen cabinet,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:15:59.832341,Take raisins,activity,I02,ABSENT,I02 ABSENT,Take raisins,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:15:59.832341,Take oatmeal,activity,I01,ABSENT,I01 ABSENT,Take oatmeal,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:05.920753,Take brown sugar,activity,I03,ABSENT,I03 ABSENT,Take brown sugar,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:14.446011,Take measuring spoon,activity,I05,ABSENT,I05 ABSENT,Take measuring spoon,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:14.697994,Take bowl,activity,I04,ABSENT,I04 ABSENT,Take bowl,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:16.599070,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:18.780640,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:26.442345,Close kitchen cabinet,activity,D01,CLOSE,D01 CLOSE,Close kitchen cabinet,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:50.866493,Take pot,activity,I07,ABSENT,I07 ABSENT,Take pot,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:16:54.516120,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:06.916529,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:08.222990,Use hot water,activity,AD1-B,0.0382818,AD1-B value 0.0382818,Use hot water,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:09.364000,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:10.456695,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:11.284800,Use hot water,activity,AD1-B,0.298286,AD1-B value 0.298286,Use hot water,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:11.625396,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:13.930710,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:20.177930,Use hot water,activity,AD1-B,0.0421881,AD1-B value 0.0421881,Use hot water,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:23.169510,Use hot water,activity,AD1-B,0.245004,AD1-B value 0.245004,Use hot water,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:24.852106,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:28.236400,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:28.566451,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:33.603689,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:41.245580,Use burner,activity,AD1-A,2.83692,AD1-A value 2.83692,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:44.972100,Use burner,activity,AD1-A,2.92864,AD1-A value 2.92864,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:47.289700,Use burner,activity,AD1-A,3.02684,AD1-A value 3.02684,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:50.120460,Use burner,activity,AD1-A,3.09684,AD1-A value 3.09684,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:17:56.103480,Use burner,activity,AD1-A,3.15552,AD1-A value 3.15552,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:18:14.165560,Use burner,activity,AD1-A,3.23497,AD1-A value 3.23497,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:20:35.278280,Use burner,activity,AD1-A,3.29489,AD1-A value 3.29489,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:20:38.131780,Use burner,activity,AD1-A,3.21974,AD1-A value 3.21974,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:20:41.389600,Use burner,activity,AD1-A,3.12544,AD1-A value 3.12544,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:20:47.531200,Use burner,activity,AD1-A,3.0313,AD1-A value 3.0313,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:21:01.393087,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:21:04.850129,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:21:05.230380,Use burner,activity,AD1-A,2.94645,AD1-A value 2.94645,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:21:20.248540,Use burner,activity,AD1-A,3.00184,AD1-A value 3.00184,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:23:50.220100,Use burner,activity,AD1-A,3.05294,AD1-A value 3.05294,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:23:56.173780,Use burner,activity,AD1-A,2.99348,AD1-A value 2.99348,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:24:05.548700,Use burner,activity,AD1-A,2.91137,AD1-A value 2.91137,Use burner,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:24:49.298565,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t3,t3,normal,2008-03-04T14:24:50.958057,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t3.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:27:40.732058,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:27:42.731943,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:27:49.546115,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:27:53.140670,Use hot water,activity,AD1-B,0.03836,AD1-B value 0.03836,Use hot water,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:27:55.544388,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:27:56.132100,Use hot water,activity,AD1-B,0.168987,AD1-B value 0.168987,Use hot water,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:05.106330,Use cold water,activity,AD1-C,0.0579306,AD1-C value 0.0579306,Use cold water,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:05.106330,Use hot water,activity,AD1-B,0.50118,AD1-B value 0.50118,Use hot water,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:07.330003,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:08.777900,Use hot water,activity,AD1-B,0.369185,AD1-B value 0.369185,Use hot water,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:08.777900,Use cold water,activity,AD1-C,0.14801,AD1-C value 0.14801,Use cold water,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:12.539526,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:17.719500,Use cold water,activity,AD1-C,0.518563,AD1-C value 0.518563,Use cold water,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:20.224190,Use cold water,activity,AD1-C,0.379771,AD1-C value 0.379771,Use cold water,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:20.567462,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:24.197000,Open kitchen cabinet,activity,D01,OPEN,D01 OPEN,Open kitchen cabinet,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:25.288805,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:25.429900,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:26.533930,Take medicine container,activity,I06,ABSENT,I06 ABSENT,Take medicine container,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:28.949420,Close kitchen cabinet,activity,D01,CLOSE,D01 CLOSE,Close kitchen cabinet,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:29.813167,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:32.772310,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:33.793154,Motion detected at M18,activity,M18,ON,M18 ON,Motion detected at M18,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:39.390186,Motion stopped at M18,activity,M18,OFF,M18 OFF,Motion stopped at M18,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:41.629529,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:43.741233,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:52.332660,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:28:58.103501,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:29:01.930411,Motion detected at M16,activity,M16,ON,M16 ON,Motion detected at M16,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:29:02.658249,Motion detected at M15,activity,M15,ON,M15 ON,Motion detected at M15,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:29:03.609959,Motion detected at M14,activity,M14,ON,M14 ON,Motion detected at M14,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:29:06.301202,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:29:06.899092,Motion stopped at M16,activity,M16,OFF,M16 OFF,Motion stopped at M16,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:29:07.130963,Motion stopped at M15,activity,M15,OFF,M15 OFF,Motion stopped at M15,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:29:14.510862,Motion stopped at M14,activity,M14,OFF,M14 OFF,Motion stopped at M14,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:29:15.426980,Motion detected at M14,activity,M14,ON,M14 ON,Motion detected at M14,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:29:18.563710,Motion stopped at M14,activity,M14,OFF,M14 OFF,Motion stopped at M14,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:29:18.857620,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_noerror/p06.t4.csv,normal
normal_p06_t4,t4,normal,2008-03-04T14:29:20.877034,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_noerror/p06.t4.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:40:49.814550,Motion detected at M14,activity,M14,ON,M14 ON,Motion detected at M14,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:40:52.689796,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:40:54.823939,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:40:59.883687,Motion stopped at M14,activity,M14,OFF,M14 OFF,Motion stopped at M14,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:01.995264,Motion detected at M14,activity,M14,ON,M14 ON,Motion detected at M14,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:03.818124,Motion detected at M15,activity,M15,ON,M15 ON,Motion detected at M15,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:04.123099,Motion detected at M16,activity,M16,ON,M16 ON,Motion detected at M16,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:05.780753,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:06.846950,Motion stopped at M15,activity,M15,OFF,M15 OFF,Motion stopped at M15,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:07.124407,Motion stopped at M14,activity,M14,OFF,M14 OFF,Motion stopped at M14,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:07.240442,Motion stopped at M16,activity,M16,OFF,M16 OFF,Motion stopped at M16,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:09.863617,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:10.271504,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:24.360250,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:44.720413,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:52.982104,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:53.611991,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:54.615664,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:55.759415,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:56.203410,Use hot water,activity,AD1-B,0.0532039,AD1-B value 0.0532039,Use hot water,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:41:59.225450,Use hot water,activity,AD1-B,0.386725,AD1-B value 0.386725,Use hot water,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:44:21.980850,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:44:23.605419,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:44:35.120260,Use hot water,activity,AD1-B,0.494773,AD1-B value 0.494773,Use hot water,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:44:44.210400,Use hot water,activity,AD1-B,0.547626,AD1-B value 0.547626,Use hot water,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:44:47.152620,Use hot water,activity,AD1-B,0.487351,AD1-B value 0.487351,Use hot water,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:44:50.104160,Use hot water,activity,AD1-B,0.183792,AD1-B value 0.183792,Use hot water,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:44:56.247140,Use hot water,activity,AD1-B,0.0369928,AD1-B value 0.0369928,Use hot water,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:44:59.198850,Use hot water,activity,AD1-B,0.267153,AD1-B value 0.267153,Use hot water,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:45:50.123330,Use hot water,activity,AD1-B,0.512703,AD1-B value 0.512703,Use hot water,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:45:59.120320,Use hot water,activity,AD1-B,0.462038,AD1-B value 0.462038,Use hot water,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:10.829827,Motion detected at M18,activity,M18,ON,M18 ON,Motion detected at M18,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:11.837524,Motion stopped at M18,activity,M18,OFF,M18 OFF,Motion stopped at M18,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:17.703200,Use hot water,activity,AD1-B,0.532039,AD1-B value 0.532039,Use hot water,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:23.538200,Use hot water,activity,AD1-B,0.463015,AD1-B value 0.463015,Use hot water,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:43.990724,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:44.237712,Use hot water,activity,AD1-B,0.514578,AD1-B value 0.514578,Use hot water,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:44.674721,Motion detected at M18,activity,M18,ON,M18 ON,Motion detected at M18,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:46.178284,Motion stopped at M18,activity,M18,OFF,M18 OFF,Motion stopped at M18,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:46.668146,Motion detected at M18,activity,M18,ON,M18 ON,Motion detected at M18,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:46.970067,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:47.830650,Use hot water,activity,AD1-B,0.138166,AD1-B value 0.138166,Use hot water,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:51.667083,Motion detected at M18,activity,M18,ON,M18 ON,Motion detected at M18,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:52.725166,Motion detected at M18,activity,M18,ON,M18 ON,Motion detected at M18,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:55.923438,Motion stopped at M18,activity,M18,OFF,M18 OFF,Motion stopped at M18,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:57.497465,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:59.471223,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:46:59.937082,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:01.687740,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:03.835998,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:07.482984,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:08.730657,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:15.236889,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:15.362915,Motion detected at M18,activity,M18,ON,M18 ON,Motion detected at M18,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:18.735931,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:23.682570,Motion stopped at M18,activity,M18,OFF,M18 OFF,Motion stopped at M18,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:25.676043,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:28.243345,Open kitchen cabinet,activity,D01,OPEN,D01 OPEN,Open kitchen cabinet,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:43.152877,Take medicine container,activity,I06,ABSENT,I06 ABSENT,Take medicine container,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:47.618722,Return oatmeal,activity,I01,PRESENT,I01 PRESENT,Return oatmeal,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:52.462058,Return measuring spoon,activity,I05,PRESENT,I05 PRESENT,Return measuring spoon,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:52.713091,Take measuring spoon,activity,I05,ABSENT,I05 ABSENT,Take measuring spoon,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:53.432902,Return measuring spoon,activity,I05,PRESENT,I05 PRESENT,Return measuring spoon,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:55.368384,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:58.665519,Close kitchen cabinet,activity,D01,CLOSE,D01 CLOSE,Close kitchen cabinet,adl_noerror/p06.t5.csv,normal
normal_p06_t5,t5,normal,2008-03-04T14:47:58.911523,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_noerror/p06.t5.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:07:22.429687,Motion detected at M01,activity,M01,ON,M01 ON,Motion detected at M01,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:07:23.682361,Motion detected at M07,activity,M07,ON,M07 ON,Motion detected at M07,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:07:23.830322,Motion detected at M08,activity,M08,ON,M08 ON,Motion detected at M08,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:07:24.584138,Motion stopped at M23,activity,M23,OFF,M23 OFF,Motion stopped at M23,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:07:24.708156,Motion detected at M09,activity,M09,ON,M09 ON,Motion detected at M09,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:07:24.861064,Motion stopped at M01,activity,M01,OFF,M01 OFF,Motion stopped at M01,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:07:25.885797,Motion detected at M14,activity,M14,ON,M14 ON,Motion detected at M14,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:07:26.839534,Motion stopped at M08,activity,M08,OFF,M08 OFF,Motion stopped at M08,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:07:26.961553,Motion stopped at M07,activity,M07,OFF,M07 OFF,Motion stopped at M07,adl_noerror/p07.t1.csv,normal
normal_p07_t1,t1,normal,2008-03-04T15:07:27.856285,Motion stopped at M09,activity,M09,OFF,M09 OFF,Motion stopped at M09,adl_noerror/p07.t1.csv,normal
